,c2_41437,c2_24258,c2_21332,c2_21320,c2_21318,c2_21314,c2_4430,c2_4437,c2_6674,c1_16362,c2_53375,c2_53376,c2_48820,c2_48821,c1_11008,c1_11013,c1_11023,c1_11025,c2_36941,c2_36942,c2_36951,c2_36952,c2_36957,c2_36993,c2_54301,c2_54306,c1_16011,c1_15241,c2_21313,c2_21331,c2_53180,c2_53177,c2_53176,c1_15331,c2_2334,c2_2332,c1_11239,c2_57678,c2_57676,c2_57484,c2_57587,c2_57588,c2_57589,c2_57591,c2_57592,c1_15694,c2_5791,c2_36608,c2_36615,c2_36658,c1_10930,c1_10915,c2_36660,c2_36664,c2_36668,c2_54797,c1_2417,c2_6713,c2_21098,c2_21100,c1_6674,c2_21233,c2_21234,c1_6704,c2_21236,c1_6123,c1_6114,c1_6109,c2_19420,c2_51812,c2_51808,c2_51807,c2_51806,c2_51805,c2_51791,c2_56594,c2_48051,c2_56125,c2_45058,c1_13304,c2_45071,c1_13318,c2_45061,c2_45064,c1_13296,c2_27877,c2_27878,c2_27882,c2_27885,c1_8606,c2_27903,c2_27900,c2_27899,c2_27894,c2_27918,c2_48155,c2_48154,c2_50013,c2_56359,c1_16515,c2_57284,c2_45626,c2_45625,c2_45622,c2_55008,c2_53521,c2_43984,c1_12926,c2_43973,c1_8908,c2_57185,c2_48568,c1_8593,c2_56842,c2_56844,c1_16425,c1_15612,c1_14664,c1_14663,c2_49759,c2_49758,c2_54581,c2_43643,c1_7143,c2_22546,c1_7142,c2_22531,c2_22530,c2_24677,c2_54308,c1_9378,c1_3693,c2_27682,c2_27681,c1_8534,c1_8541,c1_6795,c2_42829,c2_45395,c2_34940,c1_14648,c1_14649,c2_49719,c2_49722,c2_49724,c2_49726,c1_14650,c2_32111,c2_50028,c2_49042,c1_14512,c1_15563,c1_16169,c1_14249,c1_14259,c1_14261,c2_53708,c2_40131,c2_54811,c1_15853,c1_15855,c2_35220,c2_35218,c1_4817,c2_686,c2_41438,c1_880,c2_55113,c2_2873,c2_55618,c1_14629,c2_2721,c1_805,c2_2653,c1_13430,c2_46522,c2_46521,c2_53347,c2_35518,c2_56267,c2_20798,c2_20799,c2_20803,c2_20888,c2_20895,c2_50903,c1_12118,c2_41335,c2_41336,c2_32359,c1_9679,c1_9676,c2_40954,c2_46195,c2_13653,c2_14467,c2_14468,c2_14470,c1_4706,c2_14487,c2_14489,c2_14492,c2_14493,c1_4745,c2_14580,c1_4748,c1_4752,c2_14608,c1_4757,c1_4763,c2_37575,c1_5145,c2_20569,c2_20500,c2_20502,c2_20505,c2_20506,c2_20507,c2_20513,c2_20517,c2_20521,c2_20522,c1_6501,c1_6518,c1_6521,c2_13766,c2_52492,c2_52484,c2_49476,c2_49451,c1_14044,c2_47313,c2_51055,c2_51057,c2_39834,c2_17592,c2_17530,c2_17537,c2_17539,c1_15580,c2_53380,c2_17193,c2_17192,c2_17191,c1_5656,c1_5653,c1_3844,c2_12076,c1_3867,c1_3868,c1_3894,c1_3895,c2_12124,c2_12125,c2_12126,c2_12216,c2_12217,c1_3848,c1_3850,c1_3851,c1_3852,c1_9573,c2_31820,c2_31821,c1_9583,c1_9587,c1_6294,c1_14089,c1_4604,c1_4617,c2_14366,c1_4666,c1_14931,c1_5254,c1_5281,c1_5286,c2_16424,c2_16425,c2_16426,c2_16466,c1_16435,c1_594,c2_2307,c1_641,c1_683,c2_2421,c2_2423,c2_2424,c2_2463,c2_2464,c2_2466,c1_711,c2_2505,c2_2506,c2_2508,c1_758,c2_2571,c2_2201,c1_601,c2_2354,c2_2384,c2_50486,c2_50485,c2_50483,c1_15872,c1_2459,c1_2484,c2_7094,c2_7193,c2_7208,c1_2519,c2_7241,c2_7242,c2_7246,c2_7328,c2_6990,c1_2458,c2_7053,c1_1847,c2_5091,c1_1838,c2_5078,c2_5076,c2_5039,c2_9726,c2_9722,c1_3221,c2_9988,c2_9925,c2_9908,c2_9892,c2_9864,c1_3273,c1_3255,c1_3234,c1_15123,c2_4896,c1_1638,c1_1645,c1_1653,c2_4844,c2_4845,c2_4860,c2_4864,c2_4875,c2_4898,c2_4904,c2_4907,c2_4908,c2_4909,c2_4910,c2_4920,c1_1737,c2_4614,c2_4702,c2_4707,c2_4708,c2_4709,c2_4713,c2_4715,c2_36571,c2_36577,c2_36495,c2_34548,c2_34547,c2_34546,c1_10354,c1_22,c2_46455,c2_46448,c2_53077,c2_53075,c2_53068,c2_42943,c2_49925,c2_49918,c2_49917,c2_49910,c2_49897,c2_14839,c2_14704,c2_14708,c2_14709,c1_4796,c2_14730,c2_14731,c2_14733,c2_14741,c1_4799,c2_14762,c2_14764,c2_14767,c2_14779,c1_4803,c2_14827,c2_14838,c2_14840,c2_14843,c2_14848,c2_14903,c2_37820,c2_37794,c1_11308,c2_37850,c2_37816,c1_11290,c1_9428,c1_9430,c2_31041,c2_31042,c2_22105,c2_56309,c1_9413,c1_9411,c2_30973,c2_30961,c1_9397,c1_9392,c2_30960,c2_30958,c2_30957,c2_30956,c2_30955,c1_9386,c2_31066,c1_9385,c2_4372,c2_4354,c2_4358,c2_48725,c2_48734,c1_3750,c1_3746,c1_3747,c2_32262,c1_1539,c2_4505,c2_14690,c2_14648,c1_4792,c1_15873,c2_54579,c1_4789,c2_46464,c2_785,c2_765,c2_736,c2_735,c2_730,c2_811,c2_796,c2_805,c2_803,c2_32244,c2_32253,c2_32254,c2_32257,c2_16350,c2_16362,c1_12296,c2_41874,c2_30950,c2_47096,c2_2943,c2_41124,c1_15975,c1_15973,c1_9120,c2_30160,c2_30162,c2_30164,c2_30171,c2_47765,c2_47760,c2_17387,c1_5732,c2_17415,c2_17424,c2_17428,c1_5750,c2_40336,c1_16286,c1_11344,c2_38022,c2_32400,c2_32406,c1_9695,c2_32413,c2_32421,c2_50878,c2_39671,c2_39677,c1_11124,c2_37254,c1_11123,c1_11121,c1_11120,c2_37249,c2_33996,c2_53818
Liberator,2,0,1,0,NA,1,1,1,1,0,0,0,0,0,2,1,NA,2,3,0,1,1,NA,3,1,0,0,1,0,1,2,1,2,2,2,1,2,2,2,1,0,2,2,2,NA,0,1,2,2,0,0,NA,1,1,1,2,1,1,0,2,0,1,0,3,2,2,0,1,1,0,3,0,3,0,NA,0,0,0,0,1,1,NA,1,0,0,1,1,NA,2,0,1,1,1,0,0,0,2,1,0,0,NA,0,0,0,2,1,0,0,1,1,1,1,0,2,0,0,0,1,0,1,1,2,0,0,0,0,1,0,1,0,1,NA,2,0,1,1,0,0,0,0,2,1,0,1,1,1,0,0,1,1,1,0,1,2,0,2,0,0,2,0,NA,3,1,0,1,1,1,0,1,1,0,1,1,1,0,0,2,1,1,2,1,1,2,0,1,1,2,1,1,1,1,1,0,1,1,1,1,2,2,2,2,2,1,3,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,NA,2,0,0,4,4,0,NA,0,0,3,3,3,1,3,1,0,1,0,1,1,1,0,1,NA,NA,1,3,1,0,3,3,1,4,0,0,0,0,0,1,0,3,0,0,2,0,2,2,1,1,1,1,1,NA,1,1,2,1,1,3,1,1,1,NA,1,1,0,2,2,2,3,1,2,1,2,0,2,2,2,2,2,2,2,0,0,1,1,1,0,2,1,2,1,1,2,3,1,2,1,2,2,1,NA,NA,1,1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,2,1,NA,1,NA,2,1,0,3,2,1,2,1,2,1,1,2,NA,1,3,NA,1,1,1,0,0,1,1,1,0,1,3,3,1,0,1,NA,2,2,2,2,1,1,2,2,1,1,1,2,1,1,0,1,1,1,2,1,1,0,2,1,1,2,2,2,1,2,2,2,1,2,1,1,3,2,2,1,3,1,3,0,0,3,0,0,2,1,0,0,0,0,0,2,0,0,1,1,1,1,3,NA,1,1,1,1,1,4,0,3,0,1,0,2,0,1,0,1,1,1,NA,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,1,1,2,1,NA,0,1,1,1,2,1,2,2,1,0
MaineChip,NA,0,1,0,1,0,0,1,0,2,1,0,NA,0,1,0,1,1,2,0,1,2,1,3,2,1,0,3,1,0,0,1,1,NA,0,0,1,2,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,2,1,1,1,1,1,2,1,1,0,2,2,2,0,0,1,1,2,0,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0,NA,3,0,1,1,0,0,0,NA,NA,2,0,0,2,0,0,0,0,1,0,0,3,2,2,2,1,1,NA,0,0,3,0,3,3,1,1,NA,0,1,2,1,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,0,2,2,0,0,2,2,4,1,2,2,0,1,0,1,2,0,0,2,2,0,2,0,0,0,1,1,0,2,1,2,1,1,1,2,0,1,0,0,2,1,0,1,1,0,0,NA,1,NA,0,2,4,0,0,1,1,1,NA,1,0,1,0,2,2,1,2,NA,0,0,1,1,0,0,0,0,1,3,2,1,1,2,0,0,4,3,1,1,0,1,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,0,2,2,1,2,1,2,0,2,2,2,1,NA,1,1,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,NA,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,0,0,2,NA,0,0,1,0,1,1,0,2,4,2,2,2,2,2,2,2,NA,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,NA,2,2,2,2,0,0,NA,1,0,2,0,1,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,NA,1,1,3,0,0,2,1,2,0,2,1,1,0,0,3,NA,1,2,2,2,1,0,2,2,NA,1,1,2,1,2,0,1,0,1,0,1,1,1,3,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,4,0,4,0,3,4,3,1,2,0,3,3,0,0,NA,1,2,0,2,2,2,0,2,1,2,2,2,2,2,2,0,2,0,2,2,NA,0,1,0,NA,3,0,0,1,0,0,0,0,0,NA,1,1,0,1,0,2,0,3,1,3,1,2,1,0,0,1,2,1,0,1,3,3,1
Marcy,0,1,2,0,NA,0,1,2,1,0,0,0,1,2,1,1,1,1,2,1,1,1,2,NA,0,2,0,2,1,0,2,0,2,2,4,0,2,2,2,1,0,2,2,2,0,0,2,1,1,0,0,0,0,NA,1,1,0,0,2,1,2,3,0,NA,3,2,0,0,0,1,1,0,1,3,1,NA,0,2,1,0,1,2,1,2,0,1,3,0,0,1,NA,3,1,1,1,0,0,1,1,1,1,0,NA,1,1,1,0,0,3,2,0,2,1,1,0,0,2,NA,0,2,2,2,1,NA,0,1,2,1,2,2,0,2,1,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,2,1,0,2,1,2,2,0,0,2,2,0,2,0,0,0,2,NA,0,1,0,3,0,0,1,3,2,1,1,1,1,NA,1,0,0,0,0,4,0,0,2,2,3,0,0,NA,0,NA,0,3,0,2,NA,0,0,2,0,2,1,2,1,2,1,NA,3,0,1,0,2,1,0,1,2,NA,1,1,NA,3,NA,0,1,1,2,1,2,2,0,1,1,2,2,2,NA,1,2,1,1,3,1,0,3,3,0,3,1,1,0,NA,1,0,1,3,1,1,3,0,2,2,1,0,0,1,1,NA,1,1,3,1,2,3,1,1,0,NA,1,1,1,1,1,0,1,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,NA,NA,2,1,1,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,NA,1,1,NA,1,2,2,0,2,0,0,1,0,0,0,3,3,0,0,0,1,1,0,0,3,1,1,3,0,3,1,2,0,0,0,1,3,1,3,0,0,0,2,1,0,0,2,2,2,0,0,NA,0,2,2,2,0,2,2,1,2,0,1,2,2,2,0,2,1,1,0,1,0,0,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,0,0,NA,1,2,0,2,2,2,0,2,1,2,2,2,2,2,2,0,2,1,1,1,2,0,2,0,1,1,1,NA,NA,0,0,0,1,0,1,1,2,0,1,0,1,2,1,1,1,2,2,1,0,1,0,0,2,1,2,3,1,NA
MegaChip.W1201.,2,0,2,0,0,1,NA,2,2,0,0,0,NA,1,1,1,1,1,3,1,NA,0,1,1,0,NA,0,0,0,1,2,1,2,3,2,1,2,0,3,1,0,2,2,2,0,0,0,NA,2,1,1,1,1,1,1,3,1,1,0,1,1,2,0,1,2,1,1,1,0,0,2,0,2,2,NA,0,0,NA,1,0,1,3,0,3,1,1,1,1,0,1,NA,3,1,1,1,0,0,2,1,1,NA,1,1,1,1,NA,1,NA,2,0,1,1,1,1,2,1,1,1,0,1,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,0,1,0,3,3,0,1,2,1,1,2,3,3,1,1,1,1,0,NA,0,0,1,3,NA,0,1,0,1,1,0,3,1,1,3,0,0,3,0,0,2,2,NA,0,1,3,NA,0,0,1,2,2,1,2,2,2,1,2,2,0,2,2,1,1,0,0,0,1,1,1,1,1,1,1,3,2,1,0,3,0,0,4,4,0,0,0,0,4,4,2,3,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,NA,2,1,2,1,1,1,1,1,3,0,NA,0,0,3,1,1,1,0,1,1,2,0,2,0,0,2,0,0,1,0,0,3,0,NA,1,0,2,2,2,3,1,2,1,2,0,2,2,1,2,1,2,2,1,1,0,0,2,1,1,2,1,0,1,2,1,1,3,NA,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,0,1,NA,1,1,1,1,1,2,0,2,1,NA,NA,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,1,3,0,3,1,2,0,0,0,1,3,1,4,0,0,NA,2,1,0,1,1,NA,1,1,1,NA,1,2,2,2,NA,2,2,1,1,0,1,3,1,3,0,2,2,1,0,2,0,0,2,1,1,0,4,0,4,0,1,4,1,1,4,0,0,1,0,0,0,3,1,0,0,0,0,0,3,1,0,1,1,1,1,2,1,2,1,0,0,2,1,1,0,1,1,1,1,0,0,0,0,1,0,NA,0,1,0,1,0,1,2,3,1,3,1,1,1,0,0,0,0,1,0,1,4,3,3
MichiganPurple,2,0,3,2,NA,0,0,3,0,0,NA,NA,1,1,1,0,1,1,2,2,1,0,2,2,0,1,0,0,NA,0,1,2,2,NA,2,1,2,2,3,2,0,0,2,2,0,0,1,1,1,3,3,3,3,0,0,1,2,2,1,2,1,2,1,2,2,1,1,0,0,2,1,0,1,3,0,1,0,2,1,0,2,2,1,2,0,0,1,1,NA,0,2,2,1,0,1,NA,2,NA,1,1,0,2,NA,NA,1,3,1,0,2,0,NA,2,0,0,NA,2,2,2,0,2,2,NA,0,0,0,0,0,0,0,2,1,2,0,NA,2,NA,2,2,1,2,2,0,2,0,NA,2,0,2,0,2,1,0,3,0,2,3,2,1,1,2,2,2,2,0,1,0,1,2,1,1,0,2,0,NA,1,1,1,2,0,0,2,2,0,1,2,0,1,0,0,3,1,1,2,2,3,0,0,NA,0,NA,0,NA,0,2,1,0,0,2,0,2,0,0,2,1,2,1,2,0,NA,NA,1,2,0,2,0,1,2,2,1,2,2,0,2,NA,1,2,1,3,0,2,1,NA,3,3,NA,0,1,3,1,3,2,0,2,2,1,0,3,3,0,3,NA,1,3,0,NA,NA,0,0,0,0,0,1,0,2,NA,0,1,1,0,1,0,0,1,1,NA,1,1,0,3,3,3,0,0,1,3,0,0,NA,1,3,0,3,0,NA,3,3,3,0,0,3,1,0,NA,0,0,1,3,1,0,3,NA,0,0,0,0,0,0,0,0,NA,0,2,0,2,1,0,0,0,1,1,1,2,0,2,4,0,2,0,1,NA,0,1,2,0,1,2,1,1,2,1,0,NA,1,1,1,1,1,1,1,3,NA,3,NA,1,0,0,1,3,1,0,0,3,3,3,0,1,0,0,NA,3,NA,0,0,3,3,0,0,0,4,2,0,2,1,1,1,3,1,1,3,0,0,0,3,1,3,0,1,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,1,1,NA,0,NA,0,0,1,1,4,1,0,1,0,0,1,0,3,0,0,0,1,NA,0,3,0,2,1,0,0,2,0,0,0,2,1,0,1,NA,0,NA,0,1,0,0,1,3,0,2,0,1,1,0,2,0,2,0,2,1,0,NA,1,3,0,3,1,1,1
MN02419,1,1,3,0,1,0,2,3,1,0,1,0,1,1,1,0,1,1,1,3,0,0,3,2,0,0,0,3,1,0,1,1,2,2,NA,1,2,2,3,0,0,1,3,3,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,1,1,NA,2,2,0,0,0,2,1,0,NA,2,0,0,0,1,2,0,2,2,0,2,0,0,0,2,0,0,1,1,1,0,1,1,NA,3,0,0,1,0,1,0,0,1,0,1,2,2,0,1,0,0,0,0,0,3,NA,3,3,2,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,2,1,2,0,2,1,0,1,1,1,3,0,0,2,1,0,2,0,0,0,0,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,1,0,1,0,0,3,0,0,0,1,NA,1,1,3,1,1,1,NA,1,3,0,0,0,1,0,2,0,1,1,2,3,2,1,1,1,1,0,1,1,NA,0,1,3,1,1,1,1,2,NA,NA,NA,2,3,0,NA,2,0,NA,1,1,1,1,0,2,1,2,0,0,2,2,0,1,0,2,0,2,2,0,1,1,0,0,1,2,3,2,0,2,3,2,1,0,1,1,0,3,0,1,NA,3,0,3,3,0,2,3,3,1,4,2,3,0,1,2,3,3,1,3,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,4,2,2,NA,1,2,2,1,1,2,2,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,NA,0,2,0,1,2,1,1,0,0,NA,2,0,0,NA,2,1,1,1,NA,1,1,2,4,2,3,0,3,3,1,0,0,0,3,1,0,0,3,3,1,0,1,0,0,3,2,3,0,0,3,3,0,0,0,3,1,0,1,1,NA,1,3,0,0,NA,1,1,0,1,0,2,1,0,0,0,1,0,1,1,1,0,0,1,2,1,2,1,2,2,2,0,0,1,2,2,0,0,1,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,1,0,2,2,1,2,0,2,0,0,NA,0,1,2,1,0,1,0,NA,0,2,NA,1,1,3,0,0,0,2,0,0,2,0,0,0,4,3,1
MN02467,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,NA,2,1,1,0,1,0,0,0,2,1,0,3,0,1,0,2,1,1,0,1,1,1,0,0,2,2,2,2,2,2,0,0,2,1,1,0,1,0,1,0,1,3,1,0,0,1,0,4,2,4,0,0,0,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,2,2,1,0,1,2,NA,0,2,0,0,1,NA,1,1,1,1,NA,NA,0,0,1,0,1,2,1,NA,1,0,1,1,1,0,0,1,NA,1,0,1,1,0,0,1,0,2,1,0,1,1,1,0,0,1,1,2,1,3,2,0,NA,1,1,1,0,0,2,1,0,2,1,NA,0,2,2,0,0,0,1,2,1,NA,1,0,2,1,1,2,0,2,1,1,0,0,3,0,0,2,1,2,1,1,3,0,NA,0,4,0,3,0,0,0,NA,0,NA,0,0,2,1,3,3,3,1,1,1,NA,1,1,0,1,1,2,2,0,0,0,2,NA,NA,1,1,2,NA,0,2,3,0,0,0,0,0,0,2,1,3,1,0,3,3,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,2,0,0,2,1,2,0,2,2,0,2,0,1,2,2,0,2,2,1,2,2,2,0,1,1,2,0,0,2,1,2,0,2,0,2,2,2,2,1,1,2,1,0,2,0,0,1,3,3,1,2,NA,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,NA,1,1,1,1,2,1,2,3,0,2,0,1,NA,0,1,2,0,1,3,1,1,3,2,0,NA,1,NA,1,1,3,3,3,3,NA,3,3,2,0,0,0,2,0,2,0,2,2,1,2,0,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0,1,2,2,2,2,2,2,1,0,0,2,3,2,3,0,2,2,NA,0,2,0,0,2,2,2,3,1,3,1,0,1,1,1,1,1,NA,0,1,0,0,1,0,1,0,0,0,0,2,NA,1,0,1,1,1,1,NA,2,3,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,1,2,2,2,3,0,0,0,3,1,0,3,0,0,0,3,3,3
MN02586,1,1,4,0,NA,1,4,4,3,0,0,0,1,1,1,0,1,1,2,2,1,0,2,2,NA,0,0,1,0,1,2,0,2,1,0,NA,2,2,2,0,0,2,2,2,0,0,0,1,1,0,0,0,1,2,2,NA,1,1,0,1,1,0,NA,0,3,3,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,3,NA,2,0,0,1,0,0,0,2,2,2,0,2,1,2,3,1,1,2,0,0,1,0,3,0,0,3,0,0,0,0,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,0,NA,0,0,3,0,0,0,0,0,0,0,4,NA,0,0,1,0,0,2,4,2,0,0,0,0,0,NA,1,0,0,0,4,0,0,0,3,1,0,1,2,0,1,3,3,1,0,1,2,0,2,2,0,1,1,0,1,2,2,NA,1,1,1,NA,1,1,1,0,1,2,1,1,NA,1,0,1,2,2,NA,1,2,1,3,2,1,1,1,0,1,3,3,1,1,1,0,1,1,3,2,2,1,1,2,0,2,2,2,NA,2,0,0,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,0,0,0,1,1,2,2,2,2,2,2,2,0,1,2,2,0,2,2,1,0,2,2,2,3,1,2,1,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,NA,0,0,0,3,3,1,NA,NA,1,0,1,3,3,1,1,2,1,0,1,1,1,1,2,1,1,2,2,2,1,NA,1,1,0,3,0,1,NA,0,0,1,0,0,3,1,0,4,NA,0,NA,1,NA,NA,0,2,2,2,4,NA,3,3,0,0,0,0,NA,0,0,0,4,NA,2,0,0,NA,NA,3,3,3,0,1,2,NA,0,0,0,3,1,0,2,1,1,1,3,1,1,1,2,NA,1,2,1,2,NA,1,1,1,NA,1,NA,NA,3,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,0,0,1,0,2,0,1,1,1,0,2,2,2,2,3,3,2,2,1,2,1,1,1,1,1,1,1,3,2,0,1,0,0,1,0,NA,1,0,0,1,0,NA,0,1,2,1,1,2,2,1,2,1,0,NA,1,2,0,NA,2,1,0
MN15620,2,2,3,1,1,1,NA,3,1,0,1,1,0,0,1,0,1,1,2,2,1,0,1,1,0,NA,0,0,1,1,0,2,0,1,3,1,0,NA,1,1,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,2,0,0,2,NA,NA,1,1,0,4,4,1,0,0,1,1,0,1,2,1,0,1,2,0,0,1,0,2,0,0,1,2,3,2,1,0,0,2,1,2,0,4,1,NA,NA,0,1,1,NA,0,4,1,0,3,0,NA,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,1,1,1,1,NA,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,3,3,3,1,1,1,1,0,NA,0,0,1,3,NA,0,1,0,2,1,0,2,2,0,2,2,2,2,0,2,2,0,0,0,4,0,0,4,4,3,1,1,0,0,NA,0,1,0,0,1,0,0,0,0,4,0,1,0,1,4,4,3,0,0,0,0,0,0,0,0,4,1,1,0,3,3,0,1,1,0,1,0,4,0,1,3,4,NA,4,NA,1,2,2,2,2,2,0,2,NA,0,0,3,4,0,4,4,1,2,1,1,NA,3,2,0,1,0,0,2,NA,NA,0,1,0,0,1,0,2,1,1,1,1,3,NA,1,2,2,0,3,0,1,1,0,1,0,1,0,1,0,1,1,1,1,2,NA,1,0,NA,NA,1,0,1,1,2,0,4,NA,0,0,0,0,0,0,0,0,2,0,2,0,NA,0,0,0,0,0,0,0,2,0,2,4,0,2,0,0,2,2,2,0,0,NA,1,1,0,2,1,2,1,1,1,2,2,1,3,1,4,0,3,3,1,0,0,1,3,1,0,1,3,3,1,0,1,0,1,1,1,3,1,0,3,3,1,1,1,3,1,1,1,0,0,1,2,0,0,3,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,3,1,3,1,2,1,1,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,3,1,0,0,NA,1,0,0,NA,2,1,1,0,1,0,1,1,0,0,0,1,1,1,NA,1,2,1,2,2,1,1,1,2,0,1,NA,1,0,1,3,3,1
MN18747,1,0,2,1,1,1,1,2,1,0,1,1,1,1,0,0,0,0,2,3,1,0,0,1,1,1,0,2,1,1,2,0,3,2,2,1,NA,2,1,2,1,1,3,3,1,1,2,2,2,2,2,2,2,0,NA,2,1,1,1,2,0,2,0,2,2,1,0,0,1,0,2,0,2,2,1,NA,0,2,0,0,2,2,NA,2,0,0,1,1,NA,0,2,2,1,1,1,0,1,1,2,1,0,0,1,1,1,1,0,0,3,3,1,2,1,NA,0,0,1,NA,0,2,NA,3,1,1,0,1,2,1,1,1,0,2,1,0,2,2,0,0,0,0,3,1,0,0,2,2,0,0,2,1,2,0,2,1,0,NA,1,2,2,0,0,2,2,0,1,0,0,0,1,1,0,3,1,1,NA,1,2,1,0,2,0,0,2,0,1,2,1,1,1,3,0,0,1,1,0,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,1,2,2,1,1,0,1,2,0,0,NA,3,4,0,0,0,2,3,3,0,2,0,1,0,0,0,0,2,2,3,0,4,0,0,NA,4,0,3,0,0,0,0,0,2,1,1,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,1,2,2,1,0,1,0,1,1,0,2,0,2,2,2,2,1,0,2,1,0,NA,0,0,1,2,2,1,1,1,1,NA,1,1,1,1,2,0,1,0,1,0,2,0,0,0,0,NA,1,1,1,0,1,3,1,1,0,0,1,2,2,1,0,3,3,0,3,1,1,0,1,0,2,2,2,1,NA,1,3,0,2,2,1,0,0,1,2,1,0,1,3,3,1,0,1,0,1,2,2,3,1,0,3,2,2,2,2,2,1,2,1,0,0,0,2,0,0,1,3,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,2,2,2,2,1,2,2,2,1,NA,1,2,3,0,0,1,0,3,0,2,2,2,0,1,3,2,3,3,3,3,1,1,1,1,NA,2,1,1,2,2,2,2,0,2,0,0,1,0,NA,1,0,0,1,0,2,0,1,1,1,2,2,1,0,1,1,1,1,NA,1,0,1,2,2,2
